title,director,cast,country,release_year,rating,duration,genre,type,imdb_score
Deadly Switch,Svetlana Cvetko,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce",United States,2019,TV-PG,86 min,"Independent Movies, Thrillers",Movie,4.5
Echcharikkai,Sarjun,"Sathyaraj, Varalakshmi Sarathkumar, Kishore Kumar G., Vivek Rajgopal, Jayakumar, Yogi Babu, Soundar, L. Alice",India,2018,TV-14,127 min,"International Movies, Thrillers",Movie,6.3
Only Mine,Michael Civille,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh",United States,2018,TV-14,88 min,Thrillers,Movie,4.6
Pandigai,Feroz,"Kreshna, Anandhi, Saravanan, Madhusudhanan, Black Pandi, Nitin Sathyaa, Aruldass, Karunas, Shanmugha Rajan, Prinz Nithik",India,2017,TV-14,125 min,"Action & Adventure, Dramas, International Movies",Movie,6.3
Revenger,Lee Seung-won,"Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon",South Korea,2018,TV-MA,102 min,"Action & Adventure, International Movies",Movie,5.7
Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,Sebastian Maniscalco,United States,2019,TV-MA,65 min,Stand-Up Comedy,Movie,7.0
The Doll,Rocky Soraya,"Shandy Aulia, Denny Sumargo, Sara Wijayanto, Vitta Mariana Barrazza, Demian Aditya, Faiza Mahnur, Hans Gunawan, Aslam Abad, Annette Edoarda, Wenty Mamenda",Indonesia,2016,TV-MA,106 min,"Horror Movies, International Movies",Movie,5.2
The Doll 2,Rocky Soraya,"Luna Maya, Herjunot Ali, Sara Wijayanto, Maria Sabta, Rydhen Afexi, Ira Ilva Sari, Shofia Shireen, Mega Carefansa, Wati Sudiyono, Princess Martinez",Indonesia,2017,TV-MA,117 min,"Horror Movies, International Movies",Movie,5.1
Baazaar,Gauravv K Chawla,"Saif Ali Khan, Chitrangada Singh, Radhika Apte, Rohan Vinod Mehra, Manish Chaudhary, Denzil Smith, Pawan Chopra, Deepak Gheewala, Utkarsh Mazumdar, Danish Hussain",India,2018,TV-14,136 min,"Dramas, International Movies",Movie,6.5
Solo,Hugo Stuven,"Alain Hernández, Aura Garrido, Ben Temple",Spain,2018,TV-MA,91 min,"Dramas, Independent Movies, International Movies",Movie,5.0
Solo,Bejoy Nambiar,"Dulquer Salmaan, Nassar, Sruthi Hariharan, Dhansika, Anson Paul, Neha Sharma",India,2017,TV-14,150 min,"Dramas, International Movies",Movie,5.0
The Last Laugh,Greg Pritikin,"Chevy Chase, Richard Dreyfuss, Andie MacDowell, Kate Micucci, Chris Parnell, George Wallace, Lewis Black",United States,2019,TV-MA,99 min,"Comedies, Dramas",Movie,5.6
Next Enti?,Kunal Kohli,"Navdeep, Larissa Bonesi, Sarathbabu, Tamannaah Bhatia, Sundeep Kishan, Poonam Kaur",India,2018,TV-14,117 min,"Comedies, Dramas, International Movies",Movie,4.5
Komola Rocket,Noor Imran Mithu,"Tauquir Ahmed, Mosharraf Karim, Joyraj, Samia Said, Dominic Gomez",Bangladesh,2018,TV-14,95 min,"Dramas, Independent Movies, International Movies",Movie,7.4
And Breathe Normally,Ísold Uggadóttir,"Kristín Thóra Haraldsdóttir, Babetida Sadjo, Patrik Nökkvi Pétursson","Iceland, Sweden, Belgium",2018,TV-14,102 min,"Dramas, Independent Movies, International Movies",Movie,6.9
Lionheart,Genevieve Nnaji,"Genevieve Nnaji, Nkem Owoh, Pete Edochie, Onyeka Onwenu, Kanayo O. Kanayo",Nigeria,2018,TV-PG,95 min,"Comedies, Dramas, Independent Movies",Movie,5.6
Pope Francis: A Man of His Word,Wim Wenders,Pope Francis,"Switzerland, Vatican City, Italy, Germany, France",2018,PG,96 min,"Documentaries, Faith & Spirituality, International Movies",Movie,6.4
Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes",United Kingdom,1975,PG,92 min,"Action & Adventure, Classic Movies, Comedies",Movie,8.2
Chappie,Neill Blomkamp,"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede","South Africa, United States",2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy",Movie,6.8
Christmas with the Kranks,Joe Roth,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Kevin Chamberlin, Elizabeth Franz, René Lavan",United States,2004,PG,99 min,"Children & Family Movies, Comedies",Movie,5.4
Hell or High Water,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi",United States,2016,R,102 min,"Dramas, Independent Movies",Movie,7.6
Merku Thodarchi Malai,Lenin Bharathi,"Antony, Gayathri Krishna, Abu Valayamkulam, Anthony Vaathiyaar, Aarubala, Sornam",India,2018,TV-MA,115 min,"Dramas, Independent Movies, International Movies",Movie,8.6
Moshe Kasher: Live in Oakland,Jay Chapman,Moshe Kasher,United States,2012,TV-MA,61 min,Stand-Up Comedy,Movie,6.7
Taramani,Ram,"Andrea Jeremiah, Anjali, Vasanth Ravi, Adrian Knight Jesly, Azhagamperumal, Lizzie Antony, Nivas Adithan, Abhishek D Shah",India,2017,TV-14,148 min,"Dramas, Independent Movies, International Movies",Movie,7.5
Tears of the Sun,Antoine Fuqua,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie",United States,2003,R,121 min,"Action & Adventure, Dramas",Movie,6.6
Whitney Cummings: Money Shot,John Fortenberry,Whitney Cummings,United States,2010,TV-MA,48 min,Stand-Up Comedy,Movie,6.2
Bill Hicks: Revelations,Chris Bould,Bill Hicks,United Kingdom,1993,TV-MA,56 min,Stand-Up Comedy,Movie,8.5
Sam Kinison: Breaking the Rules,Walter C. Miller,Sam Kinison,United States,1987,TV-MA,50 min,Stand-Up Comedy,Movie,7.2
Tim Allen: Men Are Pigs,Ellen Brown,Tim Allen,United States,1990,TV-14,30 min,Stand-Up Comedy,Movie,6.1
When Angels Sleep,Gonzalo Bendala,"Julián Villagrán, Marian Álvarez, Ester Expósito, Sira Alonso de Alarcón, Asia Ortega, Daniel Jumillas, Christian Mulas",Spain,2018,TV-MA,96 min,"Dramas, International Movies, Thrillers",Movie,5.5
The Innocents,Anne Fontaine,"Lou de Laâge, Agata Kulesza, Agata Buzek, Vincent Macaigne, Joanna Kulig, Katarzyna Dabrowska, Pascal Elso, Anna Prochniak","France, Poland",2016,PG-13,115 min,"Dramas, International Movies",Movie,6.2
You,Lee Toland Krieger,"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",United States,2018,TV-MA,1 Season,"Crime TV Shows, Romantic TV Shows, TV Dramas",TV Show,7.7
Watership Down,Noam Murro,"James McAvoy, Nicholas Hoult, John Boyega, Ben Kingsley, Tom Wilkinson, Gemma Arterton, Peter Capaldi, Olivia Colman, Mackenzie Crook, Anne-Marie Duff, Taron Egerton, James Faulkner, Freddie Fox, Lee Ingleby, Miles Jupp, Daniel Kaluuya, Rory Kinnear, Craig Parkinson, Rosamund Pike, Daniel Rigby, Jason Watkins","Ireland, United Kingdom, United States",2018,TV-PG,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",TV Show,7.2
Bad Seeds,Kheiron,"Kheiron, Catherine Deneuve, André Dussollier, Louison Blivet, Adil Dehbi, Hakou Benosmane, Youssouff Wague, Mahia Zrouki, Joseph Jovanovic","France, Belgium",2018,TV-MA,105 min,"Comedies, Dramas, International Movies",Movie,7.3
Bird Box,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, BD Wong, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander",United States,2018,R,124 min,"Dramas, Sci-Fi & Fantasy, Thrillers",Movie,6.6
Lang Tong,Sam Loh,"William Lawandi, Angeline Yap, Vivienne Tseng, Esther Goh, Alan Tan",Singapore,2015,TV-MA,82 min,"International Movies, Thrillers",Movie,4.8
Lilli,Prasobh Vijayan,"Samyuktha Menon, Aaryan Menon, Dhanesh Anand, Kannan Nayar, Sajin Cherukayil, Kevin Jose, Athulya",India,2018,TV-MA,85 min,"Dramas, International Movies, Thrillers",Movie,5.7
Andhadhun,Sriram Raghavan,"Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan, Manav Vij, Zakir Hussain, Ashwini Kalsekar, Chhaya Kadam, Pawan Singh, Kabir Sajid",India,2018,TV-14,137 min,"Comedies, Dramas, International Movies",Movie,8.2
F.R.E.D.I.,Sean Olson,"Kelly Hu, Angus Macfadyen, Candace Cameron Bure, Lucius Hoyos, Reid Miller, Tyler Christopher, Casimere Jollette, Christina Cox, Texas Battle, Harvey Guillen",United States,2018,TV-PG,90 min,"Children & Family Movies, Sci-Fi & Fantasy",Movie,4.9
Vanjagar Ulagam,Manoj Beedha,"Guru Somasundaram, Cibi Bhuvana Chandran, Vishagan Vanangamudi, Anisha Ambrose, Chandini Tamilarasan, Azhagamperumal, John Vijay, Vasu Vikram, Hareesh Peradi, Jayaprakash Radhakrishnan",India,2018,TV-MA,145 min,"Dramas, International Movies, Thrillers",Movie,6.1
5 Star Christmas,Marco Risi,"Massimo Ghini, Ricky Memphis, Martina Stella, Ralph Palka, Biagio Izzo, Riccardo Rossi, Paola Minaccioni",Italy,2018,TV-14,96 min,"Comedies, International Movies",Movie,4.5
Dumplin',Anne Fletcher,"Danielle Macdonald, Jennifer Aniston, Odeya Rush, Maddie Baillio, Bex Taylor-Klaus, Luke Benward, Georgie Flores, Dove Cameron, Harold Perrineau, Kathy Najimy, Ginger Minj, Hilliary Begley",United States,2018,PG-13,110 min,"Comedies, Dramas, Independent Movies",Movie,6.5
Mowgli: Legend of the Jungle,Andy Serkis,"Christian Bale, Cate Blanchett, Benedict Cumberbatch, Naomie Harris, Andy Serkis, Rohan Chand, Peter Mullan, Jack Reynor, Eddie Marsan, Tom Hollander, Louis Ashbourne Serkis, Matthew Rhys, Freida Pinto","United Kingdom, United States",2018,PG-13,105 min,"Action & Adventure, Children & Family Movies, Dramas",Movie,6.5
Pine Gap,Mat King,"Parker Sawyers, Jacqueline McKenzie, Steve Toussaint, Tess Haubrich, Stephen Curry, Lewis Fitz-Gerald, Mark Leonard Winter",Australia,2018,TV-MA,1 Season,"International TV Shows, TV Dramas",TV Show,7.1
The American Meme,Bert Marcus,"Paris Hilton, Josh Ostrovsky, Brittany Furlan, Kirill Bichutsky, DJ Khaled, Emily Ratajkowski, Hailey Baldwin",United States,2018,TV-MA,98 min,Documentaries,Movie,6.7
Teefa in Trouble,Ahsan Rahim,"Ali Zafar, Maya Ali, Javed Sheikh, Mehmood Aslam, Faisal Qureshi, Nayyar Ejaz, Asma Abbas, Marhoom Ahmad Bilal, Simi Raheal, Salman Bokhari",Pakistan,2018,TV-14,155 min,"Action & Adventure, Comedies, International Movies",Movie,7.0
A Beautiful Life,Andrew Lau Wai-Keung,"Qi Shu, Liu Ye, Anthony Wong Chau-Sang, Liang Tian, Danying Feng, Rina Sa, Zhang Songwen, Tian Gao, Andrew Lin","China, Hong Kong",2011,TV-14,122 min,"Dramas, International Movies, Romantic Movies",Movie,6.7
Accident,Cheang Pou Soi,"Louis Koo, Richie Ren, Stanley Fung Sui-Fan, Michelle Ye, Lam Suet, Alexander Chan, Monica Mok",Hong Kong,2009,TV-MA,87 min,"International Movies, Thrillers",Movie,6.6
Battle,Katarina Launing,"Lisa Teige, Fabian Svegaard Tapia, Vebjørn Enger, Charlott Madeleine Utzig, Stig R. Amdam, Karen-Lise Mynster","Norway, Denmark, Netherlands, Sweden",2018,TV-MA,98 min,"Dramas, International Movies, Romantic Movies",Movie,5.9
Blind Detective,Johnnie To,"Andy Lau, Sammi Cheng, Gao Yuanyuan, Guo Tao, Philip Keung, Lam Suet, Lo Hoi-pang, Tai-Lo Ma, Man-Wai Wong, Ying-Ying Yiu, Yi Zi","Hong Kong, China",2013,TV-MA,130 min,"Action & Adventure, Comedies, International Movies",Movie,6.4
Crossroads: One Two Jaga,Nam Ron,"Zahiril Adzim, Ario Bayu, Asmara Abigail, Rosdeen Suboh, Amerul Affendi, Iedil Putra, Timothy Castillo, Chew Kin Wah, Along Eyzendy, Nam Ron",Malaysia,2018,TV-14,81 min,"Dramas, International Movies",Movie,6.5
Don't Go Breaking My Heart,Johnnie To,"Louis Koo, Gao Yuanyuan, Daniel Wu",Hong Kong,2011,TV-PG,115 min,"Comedies, International Movies, Romantic Movies",Movie,6.5
Look for a Star,Andrew Lau Wai-Keung,"Andy Lau, Qi Shu, Zhang Hanyu, Denise Ho, Dominic Lam, Xinyi Zhang, David Chiang, George Lam, Rebecca Pan, Maria Cordero, Tat-Ming Cheung",Hong Kong,2009,TV-PG,117 min,"Comedies, International Movies, Romantic Movies",Movie,5.6
Once a Gangster,Felix Chong,"Ekin Cheng, Jordan Chan, Alex Fong, Michelle Ye, On-on Yu, Wilfred Lau, Conroy Chan",Hong Kong,2010,TV-MA,95 min,"Action & Adventure, Comedies, International Movies",Movie,5.7
SDU: Sex Duties Unit,Gary Mak,"Chapman To, Shawn Yue, Matt Chow, Kwok Cheung Tsang",Hong Kong,2013,TV-MA,96 min,"Comedies, International Movies",Movie,5.9
A Christmas Prince: The Royal Wedding,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Simon Dutton, Honor Kneafsey, Sarah Douglas, Theo Devaney, John Guerrasio, Andy Lucas, Raj Bajaj, Richard Ashton, Billy Angel, Tahirah Sharif, Joel McVeagh",United States,2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies",Movie,5.3
Happy as Lazzaro,Alice Rohrwacher,"Adriano Tardiolo, Agnese Graziani, Alba Rohrwacher, Luca Chikovani, Tommaso Ragno, Sergi López, Natalino Balasso, Carlo Tarmati, Pasqualina Scuncia, Nicoletta Braschi","Italy, Switzerland, France, Germany",2018,PG-13,127 min,"Dramas, Independent Movies, International Movies",Movie,7.5
Love,"Kabir Bhatia, Titien Wattimena","Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno",Indonesia,2008,TV-PG,120 min,"Dramas, International Movies, Romantic Movies",Movie,7.7
Love,"Kabir Bhatia, Titien Wattimena","Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno",Indonesia,2008,TV-PG,120 min,"Dramas, International Movies, Romantic Movies",Movie,7.0
Love,Gaspar Noé,"Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar Noé, Isabelle Nicou, Benoît Debie, Vincent Maraval, Déborah Révy","France, Belgium",2015,NR,135 min,"Cult Movies, Dramas, Independent Movies",Movie,7.7
Love,Gaspar Noé,"Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar Noé, Isabelle Nicou, Benoît Debie, Vincent Maraval, Déborah Révy","France, Belgium",2015,NR,135 min,"Cult Movies, Dramas, Independent Movies",Movie,7.0
Manto,Nandita Das,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin",India,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",Movie,7.3
Rajma Chawal,Leena Yadav,"Rishi Kapoor, Anirudh Tanwar, Amyra Dastur, Jitendra Shastri, Aparshakti Khurana, Harish Khanna, Manu Rishi Chadha, Nirmal Rishi, Sheeba Chaddha, Adil Hussain, Rahul Ram, Mukesh Chhabra",India,2018,TV-MA,119 min,"Comedies, Dramas, International Movies",Movie,5.7
The World Is Yours,Romain Gavras,"Isabelle Adjani, Karim Leklou, François Damiens, Vincent Cassel, Oulaya Amamra",France,2018,TV-MA,101 min,"Action & Adventure, Comedies, International Movies",Movie,6.3
Time Share,Sebastián Hofmann,"Luis Gerardo Méndez, Miguel Rodarte, R.J. Mitte, Cassandra Ciangherotti, Montserrat Marañon, Andrés Almeida, Emiliano Rodríguez","Mexico, Netherlands",2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies",Movie,5.9
The Christmas Chronicles,Clay Kaytis,"Kurt Russell, Darby Camp, Judah Lewis, Kimberly Williams-Paisley, Oliver Hudson, Lamorne Morris, Martin Roach",United States,2018,TV-PG,104 min,"Children & Family Movies, Comedies",Movie,7.0
The Tribe,Fernando Colomo,"Paco León, Carmen Machi, Luis Bermejo, Maribel del Pino, Maite Sandoval, Arlette Torres, Marisol Aznar, María José Sarrate, Manuel Huedo, Artur Busquets",Spain,2018,TV-MA,91 min,"Comedies, International Movies",Movie,5.8
Puppy Star Christmas,Robert Vince,"Kaitlyn Maher, Mackenzie Sol, Makenzie Moss, David DeLuise, George Newbern, Reggie De Leon, Diedrich Bader, Chloe Coleman, Oakley Bull, Dillon Fontana, vivienne Rutherford, Tyreese Burnett",United States,2018,PG,91 min,"Children & Family Movies, Comedies",Movie,3.6
Sabrina,Rocky Soraya,"Luna Maya, Christian Sugiono, Sara Wijayanto, Jeremy Thomas, Richelle Georgette Skornicki, Rizky Hanggono, Asri Handayani",Indonesia,2018,TV-MA,114 min,"Horror Movies, International Movies",Movie,4.1
Target,Raditya Dika,"Raditya Dika, Cinta Laura Kiehl, Samuel Rizal, Willy Dozan, Abdur Arsyad, Hifdzi Khoir, Romy Rafael, Ria Ricis, Anggika Bolsterli",Indonesia,2018,TV-14,91 min,"Comedies, Horror Movies, International Movies",Movie,4.0
Trevor Noah: Son of Patricia,David Paul Meyer,Trevor Noah,United States,2018,TV-MA,64 min,Stand-Up Comedy,Movie,7.3
Cam,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann",United States,2018,TV-MA,95 min,"Independent Movies, Thrillers",Movie,5.9
Nothing to Hide,Fred Cavayé,"Bérénice Bejo, Suzanne Clément, Stéphane De Groodt, Vincent Elbaz, Grégory Gadebois, Doria Tillier, Roschdy Zem, Fleur Fitoussi","France, Belgium",2018,TV-MA,94 min,"Comedies, Dramas, International Movies",Movie,6.8
The Ballad of Buster Scruggs,"Joel Coen, Ethan Coen","Liam Neeson, James Franco, Tim Blake Nelson, Tom Waits, Zoe Kazan, Brendan Gleeson",United States,2018,R,133 min,"Comedies, Dramas",Movie,7.3
Christmas Wedding Planner,Justin G. Dyck,"Stephen Huszar, Kelly Rutherford",Canada,2017,PG,86 min,"Comedies, International Movies, Romantic Movies",Movie,4.3
May the Devil Take You,Timo Tjahjanto,"Chelsea Islan, Pevita Pearce, Samo Rafael, Karina Suwandhi, Ray Sahetapy, Ruth Marini, Hadijah Shahab, Clara Bernadeth, Kinaryosih, Nicole Rossi",Indonesia,2018,TV-MA,111 min,"Horror Movies, International Movies",Movie,5.9
The Crew,Julien Leclercq,"Sami Bouajila, Guillaume Gouix, Youssef Hajdi, Redouane Behache, Kahina Carina, David Saracino, Alice de Lencquesaing, Baya Belal, Steve Tientcheu, Kaaris",France,2015,TV-MA,81 min,"Action & Adventure, International Movies",Movie,6.5
BuyBust,Erik Matti,"Anne Curtis, Brandon Vera, Victor Neri, Arjo Atayde, Levi Ignacio, Alex Calleja, Lao Rodriguez, Joross Gamboa, Ricky Pascua, Nonie Buencamino",Philippines,2018,TV-MA,128 min,"Action & Adventure, International Movies",Movie,5.7
Lommbock,Christian Zübert,"Lucas Gregorowicz, Moritz Bleibtreu, Louis Hofmann, Wotan Wilke Möhring, Alexandra Neldel, Melanie Winigir, Mavie Hörbiger, Dar Salim, Elmar Wepper, Antoine Monot Jr.",Germany,2017,TV-MA,106 min,"Comedies, International Movies",Movie,6.7
Outlaw King,David Mackenzie,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh, Billy Howle, Sam Spruell, Tony Curran, Callan Mulvey, James Cosmo, Stephen Dillane","United Kingdom, United States",2018,R,122 min,"Action & Adventure, Dramas",Movie,6.9
Ana e Vitória,Matheus Souza,"Ana Caetano, Vitória Falcão, Clarissa Müller, Bruce Gomlevsky, Thati Lopes, Caique Nogueira, Érika Mader, Victor Lamoglia, Gabriela Nunes, Bryan Ruffo, Hamilton Dias",Brazil,2018,TV-14,116 min,"Comedies, International Movies, LGBTQ Movies",Movie,6.4
The Holiday Calendar,Bradley Walsh,"Kat Graham, Quincy Brown, Ethan Peck, Ron Cephas Jones, Genelle Williams, Ali Hassan, Rodrigo Fernandez-Stoll, Laura de Carteret, Kevin Hanchard, Romaine Waite",United States,2018,TV-PG,95 min,"Dramas, Romantic Movies",Movie,5.7
The Other Side of the Wind,Orson Welles,"John Huston, Oja Kodar, Peter Bogdanovich, Susan Strasberg, Robert Random, Lilli Palmer, Norman Foster, Edmond O'Brien, Mercedes McCambridge, Cameron Mitchell, Paul Stewart","France, Iran, United States",2018,R,122 min,"Dramas, Independent Movies",Movie,6.7
Aagey Se Right,Indrajit Nattoji,"Shreyas Talpade, Kay Kay Menon, Shiv Pandit, Sanjay Sharma, Shenaz Treasury, Mahie Gill",India,2009,TV-MA,117 min,"Comedies, International Movies, Music & Musicals",Movie,5.2
Aamir,Raj Kumar Gupta,"Rajeev Khandelwal, Gajraj Rao, Shashanka Ghosh, Jhilmil Hazrika, Gazala Amin, Allauddin Khan",India,2008,TV-14,95 min,"International Movies, Thrillers",Movie,7.6
ABCD 2,Remo D'Souza,"Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb, Sushant Pujari, Punit Pathak, Dharmesh Yelande, Raghav Juyal",India,2015,TV-14,146 min,"Dramas, International Movies, Music & Musicals",Movie,5.4
Arjun: The Warrior Prince,Arnab Chaudhuri,"Yudhveer Bakoliya, Ashok Banthia, Ravi Khanwilkar, Vijay Kashyap, Ila Arun, Sachin Khedekar, Rajeshwari Sachdev, Hemanth Mahaur",India,2011,TV-14,91 min,"Action & Adventure, Dramas, International Movies",Movie,6.7
Barfi!,Anurag Basu,"Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla, Ashish Vidyarthi, Rupa Ganguly, Bholaraj Sapkota, Jishu Sengupta, Haradhan Bannerjee",India,2012,TV-PG,144 min,"Comedies, Dramas, International Movies",Movie,8.1
Chance Pe Dance,Ken Ghosh,"Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah, Parikshat Sahni, Vikas Bhalla, Kurush Deboo, Zain Khan",India,2009,TV-14,121 min,"Comedies, Dramas, International Movies",Movie,4.8
Chup Chup Ke,"Priyadarshan, Kookie V. Gulati","Shahid Kapoor, Kareena Kapoor, Om Puri, Neha Dhupia, Sunil Shetty, Paresh Rawal, Rajpal Yadav, Shakti Kapoor",India,2006,TV-14,158 min,"Comedies, Dramas, International Movies",Movie,6.9
